,post_text,label
5872,theweeknd complet life legit,Not Depressed
5873,  agre,Not Depressed
5874, hahahahhaha everyon attack crazi,Not Depressed
5875, pet dragon peanut butter jealou,Not Depressed
5876, feel pain brother,Not Depressed
5877, someon stole  wasnt happi buy last statu complet island,Not Depressed
5878,younger thought would group like billi grim adventur billi mandi turn mandi,Not Depressed
5879,eat healthi make feel good,Not Depressed
5880,would easili say theweeknd favourit singer far ,Not Depressed
5881,ok revis iggby,Not Depressed
5882,also thank ,Not Depressed
5883,night exam tomorrow ,Not Depressed
5884, get start,Not Depressed
5885, ive revis like crazi cant get anyth wbi,Not Depressed
5886, toward middl june im  sure need ask new timet,Not Depressed
5887, hahahaha im sleep tonight math revis,Not Depressed
5888, im glad didnt need alcohol asap exam hahaha,Not Depressed
5889, yeah im crap good luck youll great anyway,Not Depressed
5890, thank im stay night exam morn,Not Depressed
5891,struggl success ,Not Depressed
5892, good revis techniqu mine arent work anymor,Not Depressed
5893,call first child karma she lil bitch,Not Depressed
5894,yeah work sweet shop perk unfortun eat wayyyyy much end look  month pregnant ihatework,Not Depressed
5895,want fame level ,Not Depressed
5896,hate revis ,Not Depressed
5897,need new friend,Not Depressed
5898,im exhaust,Not Depressed
5899, serious hot,Not Depressed
5900,damnnnnn fifthharmoni  worth video,Not Depressed
5901,andrea ,Not Depressed
5902, thought wednesday,Not Depressed
5903, busi exam,Not Depressed
5904,belfast citi centr grim today,Not Depressed
5905,theweeknd version drunk love slay beyonc lmao,Not Depressed
5906,rampb legit favourit music,Not Depressed
5907,im say could better,Not Depressed
5908,im shittin whole life,Not Depressed
5909,save begun next summer set new york  year,Not Depressed
5910, justinfleek ur mother ,Not Depressed
5911,ever eat much feel stomach expand second,Not Depressed
5912,realli realli realli realli realli realli want ice cream,Not Depressed
5913,damnnnnnn ,Not Depressed
5914,im gone fade im one,Not Depressed
5915,earli music complet life srsli,Not Depressed
5916,first level exam bare got sleep last night led wake massiv headach,Not Depressed
5917,idk like new haircut lol,Not Depressed
5918,get busi studi level got gcse lmao,Not Depressed
5919,maud  maud ice cream ,Not Depressed
5920, funnyvin hate whoever made lmao ,Not Depressed
5921,sadden im  like  month im still famou,Not Depressed
5922,payday favourit day,Not Depressed
5923,go man ,Not Depressed
5924, funnyvin laugh way hard ,Not Depressed
5925, funnyvin rare footag go school everi morn ,Not Depressed
5926,havent touch fatti food today im proud,Not Depressed
5927,hate hous live,Not Depressed
5928,day  healthi eat get ,Not Depressed
5929,im serious rejoin gym train like crazi amount weight ive gain last week shock,Not Depressed
5930,buy lifetim suppli mountain dew like legit addict mountaindew,Not Depressed
5931,piss,Not Depressed
5932,nataliemcc yeah tri convinc brother girlfriend take haha,Not Depressed
5933,im die,Not Depressed
5934,littl sister school pay go record studio tomorrow talentedfam,Not Depressed
5935, awkwardpost walk school like ,Not Depressed
5936, awkwardpost basic ,Not Depressed
5937,person who name hear ,Not Depressed
5938,problem rich peopl im one,Not Depressed
5939,north west go femal rapper older heard first,Not Depressed
5940,drank mountain dew much jesu,Not Depressed
5941,thing relationship dont text  like text piss,Not Depressed
5942,think ive gain  stone week,Not Depressed
5943,that head voic attempt lol ,Not Depressed
5944,scari movi life complet,Not Depressed
5945,close  follow,Not Depressed
5946,elledejesu problem,Not Depressed
5947,thank man ,Not Depressed
5948,legit  hour sleep,Not Depressed
5949,peopl confus instagram much,Not Depressed
5950,theweeknd vocal goal,Not Depressed
5951,love much ,Not Depressed
5952,govern secret iggi azalea escap sim experiment portal that tri commun nativ languag,Not Depressed
5953,ive ate shit day tomorrow im serious eat singl bad thing lol,Not Depressed
5954, kendalljenn may ,Not Depressed
5955,oh na na what name,Not Depressed
5956,rant   like dont understand peopl anymor want move start fresh away everi asshol belfast,Not Depressed
5957,rant   like legit like friend anymor major pick popular real friend,Not Depressed
5958,rant   like dont understand call friend famili think ok piss slag behind back,Not Depressed
5959,fuck despis life,Not Depressed
5960,serious friend lol,Not Depressed
5961,im time im school ,Not Depressed
5962,want start use youtub much lot effort,Not Depressed
5963,resid evil life complet onelov,Not Depressed
5964,order way much takeaway,Not Depressed
5965,ive said life  ,Not Depressed
5966,rememb younger huge crush sarah michel gellar scare well could fight realli well,Not Depressed
5967,legit sit watch scoobi doo monster unleash,Not Depressed
5968,actual think exhaust,Not Depressed
5969,hope your ok nataliemcc,Not Depressed
5970,kyli jenner legit look like prostitut,Not Depressed
5971,brace genuin make want kill,Not Depressed
5972,lol sleep week anyway,Not Depressed
5973,actual cant sleep pain teeth lol,Not Depressed
5974,wtf may,Not Depressed
5975,tbt  dublin ,Not Depressed
5976,often often girl often,Not Depressed
5977,azealiabank person help im angri lol song yung rapunxel aggress,Not Depressed
5978,babi ,Not Depressed
5979,  eyebag game fleek caus im tire af,Not Depressed
5980,teeth extrem sore right,Not Depressed
5981, one middl look like brendan blond hair,Not Depressed
5982,electr legit went belfast  get sort,Not Depressed
5983,got top brace today look hella ugli,Not Depressed
5984,favourit ,Not Depressed
5985,gwen die amaz spiderman,Not Depressed
5986,andrew garfield cool play spider man,Not Depressed
5987,that enough internet tonight ,Not Depressed
5988,ok cooki empir funniest person tv empir,Not Depressed
5989,start empir,Not Depressed
5990,emot driven music doesnt realli sell anymor beyond,Not Depressed
5991,cant get weed song head lol dont even know sing ,Not Depressed
5992,done full cover ruin one note upload perfectionist,Not Depressed
5993, torikelli life breath,Not Depressed
5994,finish everi bit level coursework today feel overli accomplish,Not Depressed
5995,found unlimit write snapchat via iphon,Not Depressed
5996,realli want get part tv show lol weirdphas,Not Depressed
5997,blue chicago ,Not Depressed
5998,swear work death job get appreci,Not Depressed
5999,im actual exhaust,Not Depressed
6000,laraerlabouff realli interest diagnos year depressiongad,Not Depressed
6001, gdnsocialcar sex care home issu ,Not Depressed
6002, actual think increas risk twin,Not Depressed
6003,oh fact cappuccino vienna seem serv copiou amount cream,Not Depressed
6004,hearti beef goulash loveli austrian peopl perk day,Not Depressed
6005,good point empathet kind amp care natur amp alway look see good other usual  trampl upon other,Not Depressed
6006,vienna beauti sunday morn ,Not Depressed
6007,alli saudi arabia sentenc woman convict adulteri death stone  ,Not Depressed
6008, adultfilmproj interest performersdirectorsproduc experi uk adult film industri voic larg miss,Not Depressed
6009, adultfilmproj look performersproducersdirector pastamppres uk adult film industri take part initi interview ,Not Depressed
6010,nickswhit realli isnt could respons mani question,Not Depressed
6011, soverybritish rise level lividnesssteadi onther need thati beg pardonnow look hereerm excus ,Not Depressed
6012, politicscouk want know make sex work safe ask sex worker ,Not Depressed
6013,tri write train twitter phdchat,Not Depressed
6014,discov train outsid wale wifi true dat,Not Depressed
6015,think dont agre cant help think view challeng debat ,Not Depressed
6016,flee peopl theyr also scare chanc birth thing differ us,Not Depressed
6017,shut border  sat public space listen absolut bile refuge human,Not Depressed
6018, well jeal,Not Depressed
6019, mambolifestyl postal hiv test kit quick free amp confidenti order today  ,Not Depressed
6020, use love hate much expect happi happi much money spent much unhealthi live,Not Depressed
6021,need write weekend everyth phd right get head right place phdchat,Not Depressed
6022,januari yet bah humbug,Not Depressed
6023, maternalright survey take  min complet grab favourit hot drink amp help us map current situat ht,Not Depressed
6024,black friday stuff uk realli irrit thing get grip,Not Depressed
6025, emjreprohealth sexrel risk judg harshli compar health hazard reproduct health ,Not Depressed
6026,  depress erm turn depress enough,Not Depressed
6027, academicssay  think write think think write think think write write netflix,Not Depressed
6028, pndandm babi blue postnat depress amp usual dissip around day  notic symptom continuingtalk,Not Depressed
6029,interest  ,Not Depressed
6030,jimmynightmar around x,Not Depressed
6031, annamcnay get involv w researchproject feminist user porn pjamacleod  divamagazin ,Not Depressed
6032, adultfilmproj interest performersdirectorsproduc experi uk adult film industri voic larg miss,Not Depressed
6033, publichealth measl vaccin around world prevent  death  say cdcmmwr studi ,Not Depressed
6034, dyerandi hiv test tfllgbt brilliant see employ invit thtorguk amp encourag staff test hivtestweek ,Not Depressed
6035,jimmynightmar villag,Not Depressed
6036,finish break bad date homeland need new seri bing obsess,Not Depressed
6037, planograph fyi charlieros  subthem session   sexwork bdsm porn stripclub bdam ,Not Depressed
6038, condombuzz fastest hiv test clinic tomorrow tht cardiff offic  till  last admiss  tel ,Not Depressed
6039, independ richard dawkin probabl last person youd expect back church england ,Not Depressed
6040, adultfilmproj look performersproducersdirector pastamppres uk adult film industri take part initi interview ,Not Depressed
6041, adultfilmproj interest performersdirectorsproduc experi uk adult film industri voic larg miss,Not Depressed
6042,suzychargreav found first two seri realli hard go love last three,Not Depressed
6043, thtorguk who join ben mark hivtestweek hiv test imtest  ,Not Depressed
6044,liter year wrong awesom tri get breakingbad bing final episod tonight,Not Depressed
6045, independ beauti love letter move remind refuge terrorist  ,Not Depressed
6046, doctorchristian know hivtestweek start today get free postal test thank startswithm  ht,Not Depressed
6047, positiveluk instead condem charli sheen hiv statu via tweet contact local clinic check,Not Depressed
6048, patrickstrud nation hiv test week begun celebr eat cake parti also hiv test might save l,Not Depressed
6049, debbyherbenick colleg student go get sti test togeth amp go brunch make day make,Not Depressed
6050,nickswhit  make us interest fun x,Not Depressed
6051,nickswhit  thank nick chum small world assum follow crazi run type x,Not Depressed
6052,skynew hiv never self inflict one come clean statu realli bad languag use,Not Depressed
6053,stigma hiv  ,Not Depressed
6054, forbeshealth pleas dont listen jenni mccarthi opinion medicin  tarahael ,Not Depressed
6055, ljmu  postgrad workfurth studi within  month graduat  visit amp discov ljmupg option ,Not Depressed
6056,terribl women supposedli develop countri world resort measur ,Not Depressed
6057, kinseyinstitut support legitim studi human sexual counter myth amp prejudic inform world sexresearch  h,Not Depressed
6058, adamcomment gear isporngood drclarissasmith tomorrow check cindygallop jensenrobertw view  htt,Not Depressed
6059,  stare adel eye longer thirti second start turn toni blair ,Not Depressed
6060,goodby facebook twitter obsess come back full swing,Not Depressed
6061, adultfilmproj look performersproducersdirector pastamppres uk adult film industri take part initi interview ,Not Depressed
6062, adultfilmproj interest performersdirectorsproduc experi uk adult film industri voic larg miss,Not Depressed
6063,world cusp postantibiot era ,Not Depressed
6064, independ hivposit person watch charli sheen controversi unfold sad horror ,Not Depressed
6065, thtorguk birdytweet spoke mattbarbet  charli sheen hiv   ,Not Depressed
6066, amnestyuk callou attack pari beirut elsewher ever time stand human right ,Not Depressed
6067, potu slam door face refuge would betray deepest valu that go ,Not Depressed
6068, drchauntel seek perspect pornkillslov amp fightthenewdrug involv email queri chauntelletibb dot com ,Not Depressed
